assignment_id,class_id,title,due_date,points_possible,category
A_a3f8c2,109,Project: Art Week 49,2015-12-02,100,Project
A_92f1c8,109,Sketchbook: Art Week 49,2015-12-03,10,Sketchbook
A_1470af,109,Sketchbook: Art Week 50,2015-12-09,10,Sketchbook
A_2d6bea,109,Sketchbook: Art Week 51,2015-12-19,10,Sketchbook
A_8d7775,109,Sketchbook: Art Week 52,2015-12-24,10,Sketchbook
A_cecc77,109,Project: Art Week 52,2015-12-22,100,Project
A_5c246e,109,Project: Art Week 53,2016-01-01,100,Project
A_fe93bc,109,Project: Art Week 1,2016-01-05,100,Project
A_163456,109,Project: Art Week 2,2016-01-16,100,Project
A_30e2e0,109,Sketchbook: Art Week 2,2016-01-15,10,Sketchbook
A_452878,109,Sketchbook: Art Week 3,2016-01-20,10,Sketchbook
A_a2bcde,109,Sketchbook: Art Week 3,2016-01-22,10,Sketchbook
A_f13cf0,109,Sketchbook: Art Week 4,2016-01-30,10,Sketchbook
A_165a9d,109,Project: Art Week 4,2016-01-26,100,Project
A_66d724,109,Project: Art Week 5,2016-02-05,100,Project
A_99477d,109,Sketchbook: Art Week 6,2016-02-13,10,Sketchbook
A_abcc8b,109,Sketchbook: Art Week 6,2016-02-11,10,Sketchbook
A_48c9fa,109,Sketchbook: Art Week 7,2016-02-16,10,Sketchbook
A_033910,109,Project: Art Week 8,2016-02-24,100,Project
A_9d8887,109,Sketchbook: Art Week 9,2016-03-05,10,Sketchbook
A_5183b5,109,Project: Art Week 10,2016-03-11,100,Project
A_2b72ac,109,Project: Art Week 11,2016-03-15,100,Project
A_6be4d0,109,Sketchbook: Art Week 11,2016-03-15,10,Sketchbook
A_ca09ce,109,Sketchbook: Art Week 12,2016-03-22,10,Sketchbook
A_056880,109,Project: Art Week 13,2016-04-02,100,Project
A_64a6b0,109,Project: Art Week 14,2016-04-05,100,Project
A_05e8ab,109,Sketchbook: Art Week 15,2016-04-12,10,Sketchbook
A_96230e,109,Project: Art Week 15,2016-04-15,100,Project
A_dd80d4,109,Project: Art Week 16,2016-04-19,100,Project
A_31bd35,109,Project: Art Week 16,2016-04-23,100,Project
A_67dd0a,109,Project: Art Week 17,2016-04-29,100,Project
A_c939c1,109,Sketchbook: Art Week 17,2016-04-30,10,Sketchbook
A_96ac44,109,Sketchbook: Art Week 18,2016-05-04,10,Sketchbook
A_16f2cb,109,Sketchbook: Art Week 18,2016-05-04,10,Sketchbook
A_bffc15,109,Sketchbook: Art Week 19,2016-05-11,10,Sketchbook
A_8080d9,109,Sketchbook: Art Week 20,2016-05-21,10,Sketchbook
A_d4b824,109,Project: Art Week 21,2016-05-27,100,Project
A_449f76,109,Project: Art Week 22,2016-05-31,100,Project
A_111208,109,Project: Art Week 22,2016-06-04,100,Project
A_c63605,109,Sketchbook: Art Week 23,2016-06-07,10,Sketchbook
A_430b82,109,Project: Art Week 23,2016-06-09,100,Project
A_19a76a,109,Project: Art Week 24,2016-06-18,100,Project
A_0a93e4,109,Sketchbook: Art Week 24,2016-06-18,10,Sketchbook
A_36113b,110,Project: Art Week 36,2015-09-03,100,Project
A_c744ec,110,Sketchbook: Art Week 37,2015-09-11,10,Sketchbook
A_d17f80,110,Project: Art Week 38,2015-09-18,100,Project
A_65216b,110,Sketchbook: Art Week 38,2015-09-16,10,Sketchbook
A_b7c045,110,Project: Art Week 39,2015-09-22,100,Project
A_bc4486,110,Sketchbook: Art Week 40,2015-10-02,10,Sketchbook
A_184f78,110,Project: Art Week 41,2015-10-07,100,Project
A_a2b046,110,Sketchbook: Art Week 42,2015-10-15,10,Sketchbook
A_1e8280,110,Project: Art Week 43,2015-10-24,100,Project
A_b1dcfb,110,Sketchbook: Art Week 43,2015-10-20,10,Sketchbook
A_9e6967,110,Sketchbook: Art Week 44,2015-10-30,10,Sketchbook
A_ff3a5b,110,Sketchbook: Art Week 44,2015-10-28,10,Sketchbook
A_afd2b0,110,Project: Art Week 45,2015-11-05,100,Project
A_203393,110,Sketchbook: Art Week 46,2015-11-10,10,Sketchbook
A_d5cf40,110,Project: Art Week 47,2015-11-17,100,Project
A_352589,110,Sketchbook: Art Week 48,2015-11-26,10,Sketchbook
A_83a086,110,Project: Art Week 49,2015-12-04,100,Project
A_b425b6,110,Sketchbook: Art Week 49,2015-12-04,10,Sketchbook
A_c3490e,110,Sketchbook: Art Week 50,2015-12-09,10,Sketchbook
A_824159,110,Project: Art Week 50,2015-12-12,100,Project
A_6d3137,110,Project: Art Week 51,2015-12-15,100,Project
A_a4d364,110,Sketchbook: Art Week 51,2015-12-17,10,Sketchbook
A_723129,110,Sketchbook: Art Week 52,2015-12-24,10,Sketchbook
A_2b0291,110,Project: Art Week 52,2015-12-22,100,Project
A_2e8428,110,Project: Art Week 53,2015-12-31,100,Project
A_763448,110,Project: Art Week 53,2016-01-01,100,Project
A_fbc5d9,110,Sketchbook: Art Week 1,2016-01-08,10,Sketchbook
A_28cba7,110,Project: Art Week 2,2016-01-16,100,Project
A_b99459,110,Project: Art Week 3,2016-01-22,100,Project
A_2396de,110,Project: Art Week 3,2016-01-19,100,Project
A_b571eb,110,Project: Art Week 4,2016-01-30,100,Project
A_41dcc8,110,Project: Art Week 4,2016-01-26,100,Project
A_44b6e6,110,Project: Art Week 5,2016-02-06,100,Project
A_428a58,110,Project: Art Week 6,2016-02-10,100,Project
A_e143c0,110,Sketchbook: Art Week 7,2016-02-19,10,Sketchbook
A_f3d566,110,Project: Art Week 7,2016-02-18,100,Project
A_e454ce,110,Sketchbook: Art Week 8,2016-02-27,10,Sketchbook
A_28613b,110,Sketchbook: Art Week 9,2016-03-01,10,Sketchbook
A_5d8a50,110,Project: Art Week 9,2016-03-04,100,Project
A_a08116,110,Project: Art Week 10,2016-03-12,100,Project
A_e31caa,110,Project: Art Week 11,2016-03-18,100,Project
A_970dd9,110,Project: Art Week 12,2016-03-24,100,Project
A_d80d03,110,Project: Art Week 13,2016-03-29,100,Project
A_38f449,110,Project: Art Week 14,2016-04-06,100,Project
A_5c5fa4,110,Sketchbook: Art Week 14,2016-04-08,10,Sketchbook
A_76a0f2,110,Sketchbook: Art Week 15,2016-04-12,10,Sketchbook
A_92039b,110,Project: Art Week 15,2016-04-12,100,Project
A_829589,110,Sketchbook: Art Week 16,2016-04-23,10,Sketchbook
A_767286,110,Sketchbook: Art Week 17,2016-04-29,10,Sketchbook
A_9e3b22,110,Project: Art Week 18,2016-05-06,100,Project
A_554efc,110,Project: Art Week 18,2016-05-07,100,Project
A_5b8050,110,Sketchbook: Art Week 19,2016-05-10,10,Sketchbook
A_c5add9,110,Sketchbook: Art Week 19,2016-05-12,10,Sketchbook
A_049efa,110,Sketchbook: Art Week 20,2016-05-19,10,Sketchbook
A_6086ee,110,Project: Art Week 21,2016-05-26,100,Project
A_61d345,110,Project: Art Week 21,2016-05-24,100,Project
A_fb6fe7,110,Project: Art Week 22,2016-06-01,100,Project
A_5dcfff,110,Project: Art Week 23,2016-06-10,100,Project
A_ce5bb2,110,Project: Art Week 24,2016-06-17,100,Project
A_4700fe,111,Participation: PE Week 36,2015-09-02,10,Participation
A_deae3b,111,Participation: PE Week 36,2015-09-05,10,Participation
A_d26a2f,111,Participation: PE Week 37,2015-09-11,10,Participation
A_49fcc4,111,Participation: PE Week 37,2015-09-10,10,Participation
A_06e276,111,Participation: PE Week 38,2015-09-17,10,Participation
A_71dfe6,111,Participation: PE Week 38,2015-09-19,10,Participation
A_6aa022,111,Participation: PE Week 39,2015-09-24,10,Participation
A_c41699,111,Participation: PE Week 40,2015-10-02,10,Participation
A_f597d0,111,Participation: PE Week 41,2015-10-06,10,Participation
A_00b20e,111,Participation: PE Week 42,2015-10-17,10,Participation
A_b41207,111,Participation: PE Week 43,2015-10-22,10,Participation
A_d58037,111,Participation: PE Week 44,2015-10-29,10,Participation
A_f5e93f,111,Participation: PE Week 45,2015-11-07,10,Participation
A_5ed77d,111,Participation: PE Week 45,2015-11-06,10,Participation
A_694e7a,111,Participation: PE Week 46,2015-11-10,10,Participation
A_fcfab7,111,Participation: PE Week 46,2015-11-13,10,Participation
A_d64996,111,Participation: PE Week 47,2015-11-21,10,Participation
A_1afe9e,111,Participation: PE Week 48,2015-11-26,10,Participation
A_b2b33c,111,Participation: PE Week 48,2015-11-26,10,Participation
A_74d6d3,111,Participation: PE Week 49,2015-12-03,10,Participation
A_beafe5,111,Participation: PE Week 50,2015-12-10,10,Participation
A_c6ad32,111,Participation: PE Week 51,2015-12-18,10,Participation
A_6989d0,111,Participation: PE Week 51,2015-12-17,10,Participation
A_6ea507,111,Participation: PE Week 52,2015-12-22,10,Participation
A_b96824,111,Participation: PE Week 52,2015-12-24,10,Participation
A_1e13ae,111,Participation: PE Week 53,2016-01-01,10,Participation
A_599d83,111,Participation: PE Week 53,2015-12-31,10,Participation
A_1312de,111,Participation: PE Week 1,2016-01-08,10,Participation
A_dd6596,111,Participation: PE Week 2,2016-01-16,10,Participation
A_0f7905,111,Participation: PE Week 2,2016-01-16,10,Participation
A_153b25,111,Participation: PE Week 3,2016-01-19,10,Participation
A_9c723f,111,Participation: PE Week 3,2016-01-22,10,Participation
A_931988,111,Participation: PE Week 4,2016-01-29,10,Participation
A_c46ad5,111,Participation: PE Week 5,2016-02-06,10,Participation
A_3f3d30,111,Participation: PE Week 5,2016-02-06,10,Participation
A_3f8975,111,Participation: PE Week 6,2016-02-13,10,Participation
A_cde3d0,111,Participation: PE Week 7,2016-02-19,10,Participation
A_6be4dd,111,Participation: PE Week 8,2016-02-23,10,Participation
A_d6702e,111,Participation: PE Week 8,2016-02-27,10,Participation
A_f51989,111,Participation: PE Week 9,2016-03-03,10,Participation
A_8599e9,111,Participation: PE Week 10,2016-03-12,10,Participation
A_8143c3,111,Participation: PE Week 11,2016-03-16,10,Participation
A_d0b397,111,Participation: PE Week 11,2016-03-18,10,Participation
A_209b9b,111,Participation: PE Week 12,2016-03-26,10,Participation
A_4e7871,111,Participation: PE Week 13,2016-03-30,10,Participation
A_c543a8,111,Participation: PE Week 14,2016-04-09,10,Participation
A_d74654,111,Participation: PE Week 15,2016-04-15,10,Participation
A_83ad8d,111,Participation: PE Week 16,2016-04-22,10,Participation
A_3976c3,111,Participation: PE Week 17,2016-04-28,10,Participation
A_2caa11,111,Participation: PE Week 18,2016-05-07,10,Participation
A_e80e77,111,Participation: PE Week 18,2016-05-07,10,Participation
A_9abca7,111,Participation: PE Week 19,2016-05-10,10,Participation
A_0599aa,111,Participation: PE Week 19,2016-05-13,10,Participation
A_79a99e,111,Participation: PE Week 20,2016-05-18,10,Participation
A_c8b628,111,Participation: PE Week 21,2016-05-27,10,Participation
A_2e2f25,111,Participation: PE Week 21,2016-05-24,10,Participation
A_045824,111,Participation: PE Week 22,2016-06-01,10,Participation
A_eaf85f,111,Participation: PE Week 22,2016-06-03,10,Participation
A_418519,111,Participation: PE Week 23,2016-06-07,10,Participation
A_40e6f8,111,Participation: PE Week 24,2016-06-14,10,Participation
A_34cccf,111,Participation: PE Week 24,2016-06-16,10,Participation
A_eb8764,112,Participation: PE Week 36,2015-09-03,10,Participation
A_4c1dda,112,Participation: PE Week 37,2015-09-11,10,Participation
A_68542c,112,Participation: PE Week 37,2015-09-09,10,Participation
A_f06828,112,Participation: PE Week 38,2015-09-17,10,Participation
A_84ba49,112,Participation: PE Week 39,2015-09-23,10,Participation
A_4b56af,112,Participation: PE Week 40,2015-09-29,10,Participation
A_03290c,112,Participation: PE Week 41,2015-10-06,10,Participation
A_1646dc,112,Participation: PE Week 41,2015-10-08,10,Participation
A_68762f,112,Participation: PE Week 42,2015-10-17,10,Participation
A_a0a480,112,Participation: PE Week 43,2015-10-21,10,Participation
A_246ec4,112,Participation: PE Week 43,2015-10-22,10,Participation
A_1094e5,112,Participation: PE Week 44,2015-10-30,10,Participation
A_fdad44,112,Participation: PE Week 45,2015-11-04,10,Participation
A_2c9af5,112,Participation: PE Week 45,2015-11-04,10,Participation
A_52b973,112,Participation: PE Week 46,2015-11-11,10,Participation
A_713d53,112,Participation: PE Week 47,2015-11-21,10,Participation
A_b18a77,112,Participation: PE Week 48,2015-11-28,10,Participation
A_c884b9,112,Participation: PE Week 48,2015-11-27,10,Participation
A_ce7bc1,112,Participation: PE Week 49,2015-12-04,10,Participation
A_21a403,112,Participation: PE Week 50,2015-12-12,10,Participation
A_f2eaff,112,Participation: PE Week 51,2015-12-19,10,Participation
A_7ccc15,112,Participation: PE Week 52,2015-12-22,10,Participation
A_83e4d3,112,Participation: PE Week 52,2015-12-26,10,Participation
A_29ee27,112,Participation: PE Week 53,2015-12-29,10,Participation
A_425916,112,Participation: PE Week 53,2015-12-31,10,Participation
A_84fa85,112,Participation: PE Week 1,2016-01-06,10,Participation
A_99bc2a,112,Participation: PE Week 2,2016-01-12,10,Participation
A_8456eb,112,Participation: PE Week 3,2016-01-19,10,Participation
A_7ea5da,112,Participation: PE Week 4,2016-01-28,10,Participation
A_711924,112,Participation: PE Week 5,2016-02-04,10,Participation
A_467f69,112,Participation: PE Week 5,2016-02-05,10,Participation
A_39db73,112,Participation: PE Week 6,2016-02-12,10,Participation
A_34c121,112,Participation: PE Week 7,2016-02-18,10,Participation
A_98aa85,112,Participation: PE Week 8,2016-02-23,10,Participation
A_36f6c4,112,Participation: PE Week 8,2016-02-27,10,Participation
A_f8e451,112,Participation: PE Week 9,2016-03-05,10,Participation
A_ec67ca,112,Participation: PE Week 10,2016-03-11,10,Participation
A_c13a23,112,Participation: PE Week 10,2016-03-12,10,Participation
A_6c6e2e,112,Participation: PE Week 11,2016-03-18,10,Participation
A_441889,112,Participation: PE Week 12,2016-03-25,10,Participation
A_b7d557,112,Participation: PE Week 12,2016-03-23,10,Participation
A_29a13b,112,Participation: PE Week 13,2016-03-30,10,Participation
A_7e74af,112,Participation: PE Week 14,2016-04-05,10,Participation
A_098b2f,112,Participation: PE Week 14,2016-04-05,10,Participation
A_904d72,112,Participation: PE Week 15,2016-04-15,10,Participation
A_7bf4b8,112,Participation: PE Week 16,2016-04-23,10,Participation
A_57887f,112,Participation: PE Week 16,2016-04-21,10,Participation
A_4441e1,112,Participation: PE Week 17,2016-04-27,10,Participation
A_1e5994,112,Participation: PE Week 18,2016-05-04,10,Participation
A_4df685,112,Participation: PE Week 19,2016-05-14,10,Participation
A_d97844,112,Participation: PE Week 19,2016-05-10,10,Participation
A_cb5904,112,Participation: PE Week 20,2016-05-20,10,Participation
A_f11370,112,Participation: PE Week 21,2016-05-25,10,Participation
A_0e55f5,112,Participation: PE Week 22,2016-06-02,10,Participation
A_fe9cb3,112,Participation: PE Week 22,2016-05-31,10,Participation
A_8a735f,112,Participation: PE Week 23,2016-06-08,10,Participation
A_2634fa,112,Participation: PE Week 24,2016-06-16,10,Participation
A_b0a5e7,112,Participation: PE Week 24,2016-06-18,10,Participation
A_4c06ab,113,Participation: PE Week 36,2015-09-04,10,Participation
A_7ceab4,113,Participation: PE Week 37,2015-09-10,10,Participation
A_dd175b,113,Participation: PE Week 38,2015-09-15,10,Participation
A_8916c3,113,Participation: PE Week 39,2015-09-25,10,Participation
A_0cb7da,113,Participation: PE Week 40,2015-10-02,10,Participation
A_be3426,113,Participation: PE Week 41,2015-10-08,10,Participation
A_ff7e4e,113,Participation: PE Week 42,2015-10-15,10,Participation
A_becc4e,113,Participation: PE Week 42,2015-10-14,10,Participation
A_2c24a0,113,Participation: PE Week 43,2015-10-24,10,Participation
A_3f0268,113,Participation: PE Week 43,2015-10-23,10,Participation
A_16391e,113,Participation: PE Week 44,2015-10-30,10,Participation
A_bb0345,113,Participation: PE Week 44,2015-10-27,10,Participation
A_b1efab,113,Participation: PE Week 45,2015-11-04,10,Participation
A_750f80,113,Participation: PE Week 46,2015-11-12,10,Participation
A_244b22,113,Participation: PE Week 46,2015-11-13,10,Participation
A_f5db2c,113,Participation: PE Week 47,2015-11-18,10,Participation
A_89ae10,113,Participation: PE Week 47,2015-11-19,10,Participation
A_d6301c,113,Participation: PE Week 48,2015-11-25,10,Participation
A_f448d3,113,Participation: PE Week 48,2015-11-28,10,Participation
A_33bdd5,113,Participation: PE Week 49,2015-12-03,10,Participation
A_306e42,113,Participation: PE Week 50,2015-12-09,10,Participation
A_973fcf,113,Participation: PE Week 50,2015-12-10,10,Participation
A_4b7d98,113,Participation: PE Week 51,2015-12-16,10,Participation
A_716496,113,Participation: PE Week 52,2015-12-26,10,Participation
A_6f7477,113,Participation: PE Week 52,2015-12-26,10,Participation
A_448034,113,Participation: PE Week 53,2016-01-01,10,Participation
A_c21c39,113,Participation: PE Week 1,2016-01-09,10,Participation
A_2d6834,113,Participation: PE Week 2,2016-01-16,10,Participation
A_436f7e,113,Participation: PE Week 3,2016-01-21,10,Participation
A_81cdd6,113,Participation: PE Week 4,2016-01-27,10,Participation
A_13ca0d,113,Participation: PE Week 5,2016-02-02,10,Participation
A_c12076,113,Participation: PE Week 6,2016-02-12,10,Participation
A_c17164,113,Participation: PE Week 6,2016-02-13,10,Participation
A_5c7a1e,113,Participation: PE Week 7,2016-02-19,10,Participation
A_2741a2,113,Participation: PE Week 7,2016-02-20,10,Participation
A_4498be,113,Participation: PE Week 8,2016-02-27,10,Participation
A_b1ff44,113,Participation: PE Week 9,2016-03-03,10,Participation
A_727ae9,113,Participation: PE Week 9,2016-03-04,10,Participation
A_8a0797,113,Participation: PE Week 10,2016-03-10,10,Participation
A_61a980,113,Participation: PE Week 11,2016-03-15,10,Participation
A_050391,113,Participation: PE Week 11,2016-03-16,10,Participation
A_78226d,113,Participation: PE Week 12,2016-03-26,10,Participation
A_2c2954,113,Participation: PE Week 12,2016-03-22,10,Participation
A_59fc0c,113,Participation: PE Week 13,2016-04-02,10,Participation
A_ed83b8,113,Participation: PE Week 13,2016-03-31,10,Participation
A_b98b61,113,Participation: PE Week 14,2016-04-06,10,Participation
A_5aaa86,113,Participation: PE Week 14,2016-04-07,10,Participation
A_536489,113,Participation: PE Week 15,2016-04-13,10,Participation
A_9b03b0,113,Participation: PE Week 16,2016-04-20,10,Participation
A_c94c23,113,Participation: PE Week 16,2016-04-23,10,Participation
A_ad27e5,113,Participation: PE Week 17,2016-04-26,10,Participation
A_4c3560,113,Participation: PE Week 17,2016-04-28,10,Participation
A_68759b,113,Participation: PE Week 18,2016-05-07,10,Participation
A_285e40,113,Participation: PE Week 18,2016-05-06,10,Participation
A_50e000,113,Participation: PE Week 19,2016-05-10,10,Participation
A_9f102f,113,Participation: PE Week 20,2016-05-19,10,Participation
A_a15fdb,113,Participation: PE Week 20,2016-05-18,10,Participation
A_431cfe,113,Participation: PE Week 21,2016-05-26,10,Participation
A_f41c1c,113,Participation: PE Week 22,2016-05-31,10,Participation
A_35571e,113,Participation: PE Week 22,2016-06-03,10,Participation
A_389e51,113,Participation: PE Week 23,2016-06-07,10,Participation
A_66d11d,113,Participation: PE Week 24,2016-06-14,10,Participation
A_b3d5f0,114,Participation: PE Week 36,2015-09-04,10,Participation
A_bbb310,114,Participation: PE Week 37,2015-09-10,10,Participation
A_89b414,114,Participation: PE Week 37,2015-09-10,10,Participation
A_364588,114,Participation: PE Week 38,2015-09-19,10,Participation
A_a8b1b0,114,Participation: PE Week 39,2015-09-24,10,Participation
A_367147,114,Participation: PE Week 39,2015-09-24,10,Participation
A_c1f3c6,114,Participation: PE Week 40,2015-09-30,10,Participation
A_35b99f,114,Participation: PE Week 41,2015-10-08,10,Participation
A_40d391,114,Participation: PE Week 41,2015-10-08,10,Participation
A_43cbdd,114,Participation: PE Week 42,2015-10-13,10,Participation
A_207976,114,Participation: PE Week 42,2015-10-16,10,Participation
A_dc51db,114,Participation: PE Week 43,2015-10-23,10,Participation
A_acc8ef,114,Participation: PE Week 43,2015-10-21,10,Participation
A_45a354,114,Participation: PE Week 44,2015-10-31,10,Participation
A_5b1890,114,Participation: PE Week 45,2015-11-06,10,Participation
A_9e9e23,114,Participation: PE Week 46,2015-11-11,10,Participation
A_22b98e,114,Participation: PE Week 47,2015-11-21,10,Participation
A_af242d,114,Participation: PE Week 47,2015-11-20,10,Participation
A_10a6fb,114,Participation: PE Week 48,2015-11-28,10,Participation
A_3fd370,114,Participation: PE Week 48,2015-11-25,10,Participation
A_9eafad,114,Participation: PE Week 49,2015-12-04,10,Participation
A_611d70,114,Participation: PE Week 50,2015-12-08,10,Participation
A_f71c60,114,Participation: PE Week 50,2015-12-09,10,Participation
A_819eec,114,Participation: PE Week 51,2015-12-17,10,Participation
A_d77787,114,Participation: PE Week 51,2015-12-15,10,Participation
A_1d8680,114,Participation: PE Week 52,2015-12-22,10,Participation
A_cfecb8,114,Participation: PE Week 52,2015-12-23,10,Participation
A_caa8e0,114,Participation: PE Week 53,2015-12-29,10,Participation
A_a64d5d,114,Participation: PE Week 53,2016-01-02,10,Participation
A_120b24,114,Participation: PE Week 1,2016-01-09,10,Participation
A_fb75e6,114,Participation: PE Week 2,2016-01-12,10,Participation
A_5d129c,114,Participation: PE Week 3,2016-01-20,10,Participation
A_9873ee,114,Participation: PE Week 4,2016-01-28,10,Participation
A_81190c,114,Participation: PE Week 4,2016-01-30,10,Participation
A_aefb0d,114,Participation: PE Week 5,2016-02-02,10,Participation
A_d02805,114,Participation: PE Week 6,2016-02-09,10,Participation
A_922941,114,Participation: PE Week 7,2016-02-18,10,Participation
A_d0f052,114,Participation: PE Week 8,2016-02-26,10,Participation
A_759ad8,114,Participation: PE Week 9,2016-03-05,10,Participation
A_ae7109,114,Participation: PE Week 10,2016-03-09,10,Participation
A_15c0b6,114,Participation: PE Week 11,2016-03-16,10,Participation
A_c1f54e,114,Participation: PE Week 11,2016-03-15,10,Participation
A_647544,114,Participation: PE Week 12,2016-03-22,10,Participation
A_727082,114,Participation: PE Week 13,2016-03-31,10,Participation
A_6ea7f8,114,Participation: PE Week 14,2016-04-06,10,Participation
A_e58581,114,Participation: PE Week 15,2016-04-12,10,Participation
A_245967,114,Participation: PE Week 16,2016-04-19,10,Participation
A_41df33,114,Participation: PE Week 17,2016-04-28,10,Participation
A_69063f,114,Participation: PE Week 18,2016-05-07,10,Participation
A_d2138f,114,Participation: PE Week 19,2016-05-14,10,Participation
A_349572,114,Participation: PE Week 19,2016-05-10,10,Participation
A_360b37,114,Participation: PE Week 20,2016-05-17,10,Participation
A_dfebda,114,Participation: PE Week 21,2016-05-27,10,Participation
A_fc939f,114,Participation: PE Week 21,2016-05-25,10,Participation
A_f058ff,114,Participation: PE Week 22,2016-06-03,10,Participation
A_5c2f00,114,Participation: PE Week 22,2016-06-01,10,Participation
A_383cab,114,Participation: PE Week 23,2016-06-07,10,Participation
A_e71b59,114,Participation: PE Week 24,2016-06-15,10,Participation
A_6bb1b1,115,Test: Technology Week 36,2015-09-02,100,Test
A_a5cb06,115,Quiz: Technology Week 36,2015-09-05,20,Quiz
A_ff9fbe,115,Homework: Technology Week 37,2015-09-12,10,Homework
A_0cac3f,115,Homework: Technology Week 38,2015-09-19,10,Homework
A_9b4b09,115,Quiz: Technology Week 38,2015-09-15,20,Quiz
A_80c9f4,115,Test: Technology Week 39,2015-09-23,100,Test
A_3fe906,115,Homework: Technology Week 40,2015-09-30,10,Homework
A_adc260,115,Homework: Technology Week 41,2015-10-08,10,Homework
A_df7420,115,Test: Technology Week 41,2015-10-10,100,Test
A_c202bf,115,Quiz: Technology Week 42,2015-10-17,20,Quiz
A_f37678,115,Quiz: Technology Week 43,2015-10-21,20,Quiz
A_fe0b41,115,Homework: Technology Week 43,2015-10-23,10,Homework
A_d5543e,115,Homework: Technology Week 44,2015-10-31,10,Homework
A_e6fae0,115,Homework: Technology Week 44,2015-10-27,10,Homework
A_84120d,115,Quiz: Technology Week 45,2015-11-03,20,Quiz
A_9d41d6,115,Test: Technology Week 46,2015-11-11,100,Test
A_07c058,115,Quiz: Technology Week 47,2015-11-18,20,Quiz
A_b9f8f1,115,Quiz: Technology Week 47,2015-11-21,20,Quiz
A_a227c0,115,Quiz: Technology Week 48,2015-11-26,20,Quiz
A_cc9085,115,Test: Technology Week 49,2015-12-02,100,Test
A_4422d0,115,Homework: Technology Week 49,2015-12-01,10,Homework
A_261c71,115,Homework: Technology Week 50,2015-12-08,10,Homework
A_551a4a,115,Test: Technology Week 51,2015-12-15,100,Test
A_dcdec3,115,Homework: Technology Week 51,2015-12-17,10,Homework
A_6b573f,115,Homework: Technology Week 52,2015-12-24,10,Homework
A_0cef91,115,Quiz: Technology Week 53,2015-12-29,20,Quiz
A_afed43,115,Test: Technology Week 53,2016-01-02,100,Test
A_519ca7,115,Quiz: Technology Week 1,2016-01-08,20,Quiz
A_af19fb,115,Homework: Technology Week 1,2016-01-09,10,Homework
A_9e3e70,115,Test: Technology Week 2,2016-01-14,100,Test
A_683040,115,Homework: Technology Week 3,2016-01-20,10,Homework
A_4ffd05,115,Test: Technology Week 3,2016-01-22,100,Test
A_d6a08e,115,Test: Technology Week 4,2016-01-30,100,Test
A_d134af,115,Test: Technology Week 4,2016-01-30,100,Test
A_9cc0cf,115,Test: Technology Week 5,2016-02-02,100,Test
A_53c49b,115,Quiz: Technology Week 6,2016-02-09,20,Quiz
A_ab1034,115,Homework: Technology Week 6,2016-02-12,10,Homework
A_504236,115,Homework: Technology Week 7,2016-02-17,10,Homework
A_9021bf,115,Homework: Technology Week 7,2016-02-19,10,Homework
A_22d369,115,Quiz: Technology Week 8,2016-02-25,20,Quiz
A_329eb8,115,Test: Technology Week 9,2016-03-03,100,Test
A_3ad52d,115,Quiz: Technology Week 9,2016-03-01,20,Quiz
A_be5596,115,Homework: Technology Week 10,2016-03-10,10,Homework
A_a3559a,115,Homework: Technology Week 10,2016-03-11,10,Homework
A_548114,115,Homework: Technology Week 11,2016-03-17,10,Homework
A_5b7061,115,Test: Technology Week 12,2016-03-24,100,Test
A_c1dc7e,115,Quiz: Technology Week 13,2016-03-29,20,Quiz
A_f6f934,115,Test: Technology Week 14,2016-04-06,100,Test
A_1f0e39,115,Test: Technology Week 14,2016-04-06,100,Test
A_83c00e,115,Homework: Technology Week 15,2016-04-14,10,Homework
A_04cb5d,115,Homework: Technology Week 15,2016-04-13,10,Homework
A_50f5f4,115,Homework: Technology Week 16,2016-04-19,10,Homework
A_04fc91,115,Quiz: Technology Week 16,2016-04-22,20,Quiz
A_14a845,115,Test: Technology Week 17,2016-04-28,100,Test
A_c093df,115,Quiz: Technology Week 17,2016-04-26,20,Quiz
A_d7b462,115,Quiz: Technology Week 18,2016-05-04,20,Quiz
A_55a817,115,Homework: Technology Week 18,2016-05-06,10,Homework
A_d106ce,115,Test: Technology Week 19,2016-05-14,100,Test
A_bca204,115,Test: Technology Week 19,2016-05-13,100,Test
A_20581d,115,Homework: Technology Week 20,2016-05-19,10,Homework
A_f5e496,115,Test: Technology Week 21,2016-05-24,100,Test
A_41918b,115,Quiz: Technology Week 22,2016-06-03,20,Quiz
A_324d0a,115,Quiz: Technology Week 22,2016-05-31,20,Quiz
A_33233d,115,Homework: Technology Week 23,2016-06-09,10,Homework
A_ea8e53,115,Quiz: Technology Week 24,2016-06-18,20,Quiz
A_bc9724,115,Test: Technology Week 24,2016-06-18,100,Test
A_de2c04,116,Homework: Technology Week 36,2015-09-05,10,Homework
A_44f963,116,Quiz: Technology Week 37,2015-09-12,20,Quiz
A_a4c72f,116,Homework: Technology Week 37,2015-09-09,10,Homework
A_c12018,116,Quiz: Technology Week 38,2015-09-18,20,Quiz
A_e041d4,116,Quiz: Technology Week 39,2015-09-23,20,Quiz
A_13eee9,116,Homework: Technology Week 39,2015-09-25,10,Homework
A_ddc85d,116,Quiz: Technology Week 40,2015-10-02,20,Quiz
A_86477f,116,Test: Technology Week 41,2015-10-08,100,Test
A_273331,116,Quiz: Technology Week 41,2015-10-06,20,Quiz
